baseline,rssi_sigma,path_loss_exponent,mac,n,rmse,rmse_ci95_low,rmse_ci95_high,mean_error,mean_error_ci95_low,mean_error_ci95_high,max_observed_error,mean_max_error_global,mean_max_error_global_ci95_low,mean_max_error_global_ci95_high
90,8,4.4,00:03,30,6.608908478883023,6.493382919942444,6.722449019479697,6.601056156257141,6.478751157268335,6.723361155245947,7.058542842512459,11.527519818116678,10.123093832430362,12.931945803802995
90,8,4.4,00:04,30,11.990988540559945,9.534139641898966,14.023829492989798,11.189486018052715,9.552639640851446,12.826332395253985,29.371825974386894,11.527519818116678,10.123093832430362,12.931945803802995
90,10,4.4,00:02,29,6.126918376374961,6.058130396875568,6.194942588593913,6.124425410416402,6.056785819211235,6.192065001621568,6.6276955473746595,11.422700443690571,10.038276450974992,12.80712443640615
90,10,4.4,00:03,30,6.609750072917863,6.494860778434487,6.7226762172239685,6.602003439800566,6.4805160954347825,6.723490784166349,7.058926113814487,11.422700443690571,10.038276450974992,12.80712443640615
90,10,4.4,00:04,30,11.872106586311357,9.438735800429654,13.885391463086757,11.082928767993273,9.466633388807773,12.699224147178773,29.101802569344112,11.422700443690571,10.038276450974992,12.80712443640615
90,12,3.2,00:02,29,1141487415.3823645,318242007.7534466,1582627266.1159596,546908123.5984696,159121410.73110884,934694836.4658303,3667613118.8491783,717438076.8328836,347704368.42918974,1087171785.2365775
90,12,3.2,00:03,30,452811644.81501615,0.0,660227517.6961653,196789562.64992902,41923435.49817985,351655689.8016782,1782164231.4902935,717438076.8328836,347704368.42918974,1087171785.2365775
90,12,3.2,00:04,30,87.63993134784499,61.980700955540605,107.33083360511934,63.79507053167649,40.97563786136263,86.61450320199035,169.02567003393267,717438076.8328836,347704368.42918974,1087171785.2365775
90,12,3.5,00:02,29,94316869.36981684,0.0,144626174.9293122,36925304.5300466,3335175.0787908733,70515433.98130232,403997184.00934017,57110351.413457975,22609741.598559268,91610961.22835669
90,12,3.5,00:03,30,58641920.97507275,21356395.427184664,80135224.25033252,27094646.31385257,7345047.293336056,46844245.334369086,171650170.97240722,57110351.413457975,22609741.598559268,91610961.22835669
90,12,3.5,00:04,30,32.069383027864276,8.442439058407123,44.56024998045702,19.596841677380553,9.956883409039886,29.23679994572122,102.4712250558951,57110351.413457975,22609741.598559268,91610961.22835669
90,12,3.8,00:02,29,1595.346545307503,0.0,2785.0572931899233,307.12146075109683,-298.7848744419971,913.0277959441908,8590.397228729058,40392.53079307418,-41564.38668432083,122349.44827046918
90,12,3.8,00:03,30,219561.5761502448,0.0,383133.3770023351,40095.351997316844,-41880.4423467492,122071.14634138289,1202588.2775414865,40392.53079307418,-41564.38668432083,122349.44827046918
90,12,3.8,00:04,30,15.873183802856644,0.0,23.1269083199131,10.872078011556116,6.48019502155014,15.263961001562093,64.58033290274889,40392.53079307418,-41564.38668432083,122349.44827046918
90,12,4.1,00:02,29,4.383276115593889,3.9033475875036303,4.815609683332038,4.247384137837455,3.8282337650330795,4.66653451064183,7.5189789620755425,10.469872483587483,7.886239690894394,13.053505276280573
90,12,4.1,00:03,30,4.305070748587222,3.6151651390080097,4.898759977625347,4.092065031666836,3.584191556843099,4.599938506490574,9.416160363649844,10.469872483587483,7.886239690894394,13.053505276280573
90,12,4.1,00:04,30,12.43025439615144,4.937699119669492,16.871324076956718,10.185893950972497,7.4803789982887405,12.891408903656254,44.55506709589905,10.469872483587483,7.886239690894394,13.053505276280573
90,12,4.4,00:02,29,6.1271336173691235,6.058360943125922,6.195142888827996,6.124641794006322,6.057016513917505,6.192267074095138,6.6278775352935595,11.384612567093304,10.012057575537197,12.757167558649412
90,12,4.4,00:03,30,6.610036700512157,6.495205042466669,6.722907244678513,6.602299634722401,6.4808846558588975,6.723714613585905,7.0591374405424565,11.384612567093304,10.012057575537197,12.757167558649412
90,12,4.4,00:04,30,11.824560454568337,9.412216950067718,13.822106640173946,11.042250751669165,9.436099372897623,12.648402130440708,28.937774512674967,11.384612567093304,10.012057575537197,12.757167558649412
