baseline,rssi_sigma,path_loss_exponent,mac,n,rmse,rmse_ci95_low,rmse_ci95_high,mean_error,mean_error_ci95_low,mean_error_ci95_high,max_observed_error,mean_max_error_global,mean_max_error_global_ci95_low,mean_max_error_global_ci95_high
30,3,4.4,00:02,30,9.036596301443655,8.80028802791799,9.266880600084022,9.014825634089895,8.776765927939843,9.252885340239947,10.051364413431086,20.74782976733036,17.32219740210166,24.173462132559056
30,3,4.4,00:03,30,20.533303854840245,15.607939856546876,24.48724867813471,16.01242426428492,11.131252470989434,20.893596057580407,38.0126152292799,20.74782976733036,17.32219740210166,24.173462132559056
30,3,4.4,00:04,30,13.886112086163264,11.589068616473607,15.85376000643524,13.07292515173707,11.294884448188627,14.850965855285514,30.92895326646399,20.74782976733036,17.32219740210166,24.173462132559056
30,4,3.2,00:02,30,1.05254502746884e+96,0.0,inf,1.9216824050080805e+95,-2.008143536135148e+95,5.85150834615131e+95,5.765026543308723e+96,6.356658767618004e+104,-6.474241341014853e+104,1.9187558876250863e+105
30,4,3.2,00:03,30,3.438077607300624e+105,0.0,inf,6.356658767618004e+104,-6.474241341014853e+104,1.9187558876250863e+105,1.8829592255931748e+106,6.356658767618004e+104,-6.474241341014853e+104,1.9187558876250863e+105
30,4,3.2,00:04,30,8.015229010499574e+96,0.0,inf,1.4634145716612105e+96,-1.529182208747256e+96,4.456011352069677e+96,4.390121730925702e+97,6.356658767618004e+104,-6.474241341014853e+104,1.9187558876250863e+105
30,5,3.2,00:02,30,9.363781577567018e+127,0.0,inf,1.7095847978615884e+127,-1.7865161137653605e+127,5.205685709488538e+127,5.128754393584766e+128,2.893875186608894e+137,-3.0240995700062947e+137,8.811849943224083e+137
30,5,3.2,00:03,30,1.5850407183101633e+138,0.0,inf,2.893875186608894e+137,-3.0240995700062947e+137,8.811849943224083e+137,8.681625559826683e+138,2.893875186608894e+137,-3.0240995700062947e+137,8.811849943224083e+137
30,5,3.2,00:04,30,5.972304606748152e+126,0.0,inf,1.0903886511359945e+126,-1.1394561404371146e+126,3.3202334427091036e+126,3.2711659534079836e+127,2.893875186608894e+137,-3.0240995700062947e+137,8.811849943224083e+137
30,6,3.2,00:02,30,2.776371357234375e+123,0.0,inf,5.0689374012283376e+122,-5.2970395842836144e+122,1.543491438674029e+123,1.5206812203685013e+124,4.032825178353642e+136,-4.214302311379556e+136,1.227995266808684e+137
30,6,3.2,00:03,30,2.2088693206590845e+137,0.0,inf,4.032825178353642e+136,-4.214302311379556e+136,1.227995266808684e+137,1.2098475535060925e+138,4.032825178353642e+136,-4.214302311379556e+136,1.227995266808684e+137
30,6,3.2,00:04,30,8.469105682374087e+124,0.0,inf,1.54624007471049e+124,-1.6158208780724618e+124,4.708301027493442e+124,4.63872022413147e+125,4.032825178353642e+136,-4.214302311379556e+136,1.227995266808684e+137
30,6,3.8,00:02,30,8.056156390967276,7.8871537173591095,8.221685826531814,8.043621918856145,7.873030459072842,8.214213378639448,8.648711237753782,421510172.21119285,-433538545.54130983,1276558889.9636955
30,6,3.8,00:03,30,2290741644.246479,0.0,3997243852.0923724,421510169.4176484,-433538548.53344613,1276558887.368743,12546529619.073076,421510172.21119285,-433538545.54130983,1276558889.9636955
30,6,3.8,00:04,30,17.02882753856999,0.0,24.84360435467363,11.56312796976156,6.815910565095891,16.31034537442723,69.45156056833869,421510172.21119285,-433538545.54130983,1276558889.9636955
30,8,3.2,00:02,30,2.1750989135375514e+134,0.0,inf,3.9711691324983197e+133,-4.149871743460742e+133,1.2092210008457382e+134,1.1913507397494958e+135,6.718189443651458e+146,-7.02050796861577e+146,2.0456886855918686e+147
30,8,3.2,00:03,30,3.6797039038809854e+147,0.0,inf,6.718189443651458e+146,-7.02050796861577e+146,2.0456886855918686e+147,2.0154568330954374e+148,6.718189443651458e+146,-7.02050796861577e+146,2.0456886855918686e+147
30,8,3.2,00:04,30,3.475988032035635e+135,0.0,inf,6.346256849213024e+134,-6.631838407427613e+134,1.9324352105853662e+135,1.9038770547639073e+136,6.718189443651458e+146,-7.02050796861577e+146,2.0456886855918686e+147
30,10,3.2,00:02,30,4.49924544445072e+129,0.0,inf,8.225679297635823e+128,-8.572101252795512e+128,2.5023459848067157e+129,2.464335920340793e+130,3.2702378110997126e+142,-2.9297674572354717e+142,9.470243079434896e+142
30,10,3.2,00:03,30,1.6650969001973461e+143,0.0,inf,3.2702378110997126e+142,-2.9297674572354717e+142,9.470243079434896e+142,9.091726359684346e+143,3.2702378110997126e+142,-2.9297674572354717e+142,9.470243079434896e+142
30,10,3.2,00:04,30,4.908509103389028e+130,0.0,inf,8.97675376074497e+129,-9.348797923829359e+129,2.7302305445319298e+130,2.688497345273169e+131,3.2702378110997126e+142,-2.9297674572354717e+142,9.470243079434896e+142
30,12,3.2,00:02,30,3.3173105594371505e+131,0.0,inf,6.05709131259625e+130,-6.328521071965383e+130,1.8442703697157885e+131,1.8169658164695172e+132,3.5992179085590532e+146,-3.7611315394729167e+146,1.0959567356591023e+147
30,12,3.2,00:03,30,1.971359588329496e+147,0.0,inf,3.5992179085590532e+146,-3.7611315394729167e+146,1.0959567356591023e+147,1.0797581154577753e+148,3.5992179085590532e+146,-3.7611315394729167e+146,1.0959567356591023e+147
30,12,3.2,00:04,30,3.385714214459786e+132,0.0,inf,6.183941178793635e+131,-6.4569275502566325e+131,1.8824809907843903e+132,1.854431896676948e+133,3.5992179085590532e+146,-3.7611315394729167e+146,1.0959567356591023e+147
30,12,4.4,00:02,30,9.098211666727927,8.863793767432822,9.326739575735315,9.076963578809284,8.840973609250991,9.312953548367577,10.109241570485246,17.15661360449023,14.511064073270054,19.8021631357104
30,12,4.4,00:03,30,16.59234017967779,12.803283590565247,19.664369671460683,13.43541887940521,9.738093666779609,17.132744092030812,30.23895251988607,17.15661360449023,14.511064073270054,19.8021631357104
30,12,4.4,00:04,30,11.815855519664003,9.411184380357904,13.807914103225585,11.03581147396002,9.432518756946138,12.639104190973903,28.887023222714898,17.15661360449023,14.511064073270054,19.8021631357104
40,3,3.2,00:02,30,1.6609498209368368e+107,0.0,inf,3.0324656127042398e+106,-3.1689265652759277e+106,9.233857790684408e+106,9.097396838112719e+107,2.1637512609172494e+118,-2.2611200676585255e+118,6.588622589493025e+118
40,3,3.2,00:03,30,1.1851353744346237e+119,0.0,inf,2.1637512609172494e+118,-2.2611200676585255e+118,6.588622589493025e+118,6.491253782751748e+119,2.1637512609172494e+118,-2.2611200676585255e+118,6.588622589493025e+118
40,3,3.2,00:04,30,7.476185133459455e+106,0.0,inf,1.364958413893505e+106,-1.426381542518713e+106,4.156298370305723e+106,4.094875241680515e+107,2.1637512609172494e+118,-2.2611200676585255e+118,6.588622589493025e+118
