# Tiempo(s), X(m), Y(m), Z(m)
196.8, 2.8, 0.5, 0.0
197.0, 2.8, 0.5, 0.0
197.2, 2.8, 0.5, 0.0
197.4, 2.8, 0.5, 0.0
197.6, 2.8, 0.6, 0.0
197.8, 2.8, 0.6, 0.0
198.0, 2.8, 0.6, 0.0
198.2, 2.9, 0.7, 0.0
198.4, 2.9, 0.7, 0.0
198.6, 2.9, 0.7, 0.0
198.8, 3.0, 0.8, 0.0
199.0, 3.0, 0.8, 0.0
199.2, 3.0, 0.8, 0.0
199.4, 3.1, 0.8, 0.0
199.6, 3.1, 0.8, 0.0
199.8, 3.1, 0.9, 0.0
200.0, 3.2, 0.9, 0.0
200.2, 3.2, 0.9, 0.0
200.4, 3.2, 0.9, 0.0
200.6, 3.2, 0.9, 0.0
200.8, 3.3, 0.9, 0.0
201.0, 3.3, 1.0, 0.0
201.2, 3.3, 1.0, 0.0
201.4, 3.4, 1.0, 0.0
201.6, 3.4, 1.0, 0.0
201.8, 3.5, 1.0, 0.0
202.0, 3.5, 1.0, 0.0
202.2, 3.5, 1.0, 0.0
202.4, 3.6, 1.0, 0.0
202.6, 3.6, 1.0, 0.0
202.8, 3.7, 1.1, 0.0
203.0, 3.7, 1.1, 0.0
203.2, 3.7, 1.1, 0.0
203.4, 3.8, 1.1, 0.0
203.6, 3.8, 1.1, 0.0
203.8, 3.9, 1.1, 0.0
204.0, 3.9, 1.1, 0.0
204.2, 3.9, 1.1, 0.0
204.4, 4.0, 1.1, 0.0
204.6, 4.0, 1.1, 0.0
204.8, 4.1, 1.1, 0.0
205.0, 4.1, 1.1, 0.0
205.2, 4.2, 1.0, 0.0
205.4, 4.2, 1.0, 0.0
205.6, 4.2, 1.0, 0.0
205.8, 4.3, 1.0, 0.0
206.0, 4.3, 1.0, 0.0
206.2, 4.4, 1.0, 0.0
206.4, 4.4, 1.0, 0.0
206.6, 4.5, 1.0, 0.0
206.8, 4.5, 1.0, 0.0
207.0, 4.5, 1.0, 0.0
207.2, 4.6, 1.0, 0.0
207.4, 4.6, 1.0, 0.0
207.6, 4.7, 1.0, 0.0
207.8, 4.7, 1.0, 0.0
208.0, 4.7, 1.0, 0.0
208.2, 4.8, 1.0, 0.0
208.4, 4.8, 1.0, 0.0
208.6, 4.9, 1.1, 0.0
208.8, 4.9, 1.1, 0.0
209.0, 4.9, 1.1, 0.0
209.2, 4.9, 1.1, 0.0
209.4, 4.9, 1.1, 0.0
209.6, 4.9, 1.1, 0.0
209.8, 4.9, 1.1, 0.0
210.0, 4.9, 1.1, 0.0
210.2, 4.9, 1.1, 0.0
210.4, 4.9, 1.1, 0.0
210.6, 4.9, 1.1, 0.0
210.8, 4.9, 1.1, 0.0
211.0, 4.9, 1.0, 0.0
211.2, 4.9, 1.0, 0.0
211.4, 4.9, 1.0, 0.0
211.6, 4.9, 1.0, 0.0
211.8, 4.9, 1.0, 0.0
212.0, 4.9, 1.0, 0.0
212.2, 4.9, 1.0, 0.0
212.4, 4.9, 1.0, 0.0
212.6, 4.9, 1.0, 0.0
212.8, 4.9, 1.0, 0.0
213.0, 4.9, 1.0, 0.0
213.2, 4.9, 1.0, 0.0
213.4, 4.9, 1.0, 0.0
213.6, 5.0, 1.0, 0.0
213.8, 5.0, 1.0, 0.0
214.0, 5.0, 1.0, 0.0
214.2, 5.0, 1.0, 0.0
214.4, 5.0, 1.0, 0.0
214.6, 5.0, 1.0, 0.0
214.8, 5.0, 1.0, 0.0
215.0, 5.0, 1.0, 0.0
215.2, 5.0, 1.0, 0.0
215.4, 4.9, 1.0, 0.0
215.6, 4.9, 1.0, 0.0
215.8, 4.9, 1.0, 0.0
216.0, 4.8, 1.0, 0.0
216.2, 4.8, 1.0, 0.0
216.4, 4.7, 1.0, 0.0
216.6, 4.7, 1.0, 0.0
216.8, 4.6, 1.0, 0.0
217.0, 4.6, 1.0, 0.0
217.2, 4.6, 1.0, 0.0
217.4, 4.5, 1.0, 0.0
217.6, 4.5, 1.0, 0.0
217.8, 4.4, 1.0, 0.0
218.0, 4.4, 1.0, 0.0
218.2, 4.3, 1.0, 0.0
218.4, 4.3, 1.0, 0.0
218.6, 4.3, 1.0, 0.0
218.8, 4.3, 1.0, 0.0
219.0, 4.2, 1.0, 0.0
219.2, 4.2, 1.0, 0.0
219.4, 4.2, 1.0, 0.0
219.6, 4.1, 1.0, 0.0
219.8, 4.1, 1.0, 0.0
220.0, 4.1, 1.0, 0.0
220.2, 4.0, 1.0, 0.0
220.4, 4.0, 1.0, 0.0
220.6, 3.9, 1.0, 0.0
220.8, 3.9, 1.0, 0.0
221.0, 3.8, 1.0, 0.0
221.2, 3.8, 1.0, 0.0
221.4, 3.7, 1.0, 0.0
221.6, 3.7, 1.0, 0.0
221.8, 3.7, 1.0, 0.0
222.0, 3.6, 1.0, 0.0
222.2, 3.6, 1.0, 0.0
222.4, 3.5, 1.0, 0.0
222.6, 3.5, 1.0, 0.0
222.8, 3.4, 1.0, 0.0
223.0, 3.4, 0.9, 0.0
223.2, 3.4, 0.9, 0.0
223.4, 3.3, 0.9, 0.0
223.6, 3.3, 0.9, 0.0
223.8, 3.2, 0.9, 0.0
224.0, 3.2, 0.8, 0.0
224.2, 3.2, 0.8, 0.0
224.4, 3.1, 0.8, 0.0
224.6, 3.1, 0.8, 0.0
224.8, 3.1, 0.8, 0.0
225.0, 3.0, 0.7, 0.0
225.2, 3.0, 0.7, 0.0
225.4, 2.9, 0.7, 0.0
225.6, 2.9, 0.7, 0.0
225.8, 2.9, 0.7, 0.0
226.0, 2.8, 0.7, 0.0
226.2, 2.8, 0.6, 0.0
226.4, 2.8, 0.6, 0.0
226.6, 2.8, 0.6, 0.0
226.8, 2.8, 0.6, 0.0
227.0, 2.8, 0.6, 0.0
227.2, 2.7, 0.6, 0.0
227.4, 2.7, 0.6, 0.0
227.6, 2.7, 0.6, 0.0
227.8, 2.7, 0.5, 0.0
228.0, 2.7, 0.5, 0.0
228.2, 2.7, 0.5, 0.0
228.4, 2.7, 0.5, 0.0
228.6, 2.7, 0.5, 0.0
228.8, 2.7, 0.5, 0.0
229.0, 2.7, 0.5, 0.0
229.2, 2.7, 0.5, 0.0
229.4, 2.7, 0.5, 0.0
229.6, 2.7, 0.4, 0.0
229.8, 2.7, 0.4, 0.0
230.0, 2.6, 0.5, 0.0
230.2, 2.6, 0.5, 0.0
230.4, 2.6, 0.4, 0.0
230.6, 2.6, 0.4, 0.0
230.8, 2.6, 0.4, 0.0
231.0, 2.6, 0.4, 0.0
231.2, 2.6, 0.4, 0.0
231.4, 2.6, 0.4, 0.0
231.6, 2.6, 0.4, 0.0
231.8, 2.6, 0.4, 0.0
232.0, 2.5, 0.4, 0.0
232.2, 2.5, 0.4, 0.0
232.4, 2.5, 0.4, 0.0
232.6, 2.5, 0.3, 0.0
232.8, 2.5, 0.3, 0.0
233.0, 2.5, 0.3, 0.0
233.2, 2.5, 0.3, 0.0
233.4, 2.5, 0.3, 0.0
233.6, 2.5, 0.3, 0.0
233.8, 2.5, 0.3, 0.0
234.0, 2.4, 0.3, 0.0
234.2, 2.4, 0.3, 0.0
234.4, 2.4, 0.3, 0.0
234.6, 2.4, 0.3, 0.0
234.8, 2.4, 0.3, 0.0
235.0, 2.4, 0.3, 0.0
235.2, 2.4, 0.3, 0.0
235.4, 2.4, 0.3, 0.0
235.6, 2.4, 0.3, 0.0
235.8, 2.4, 0.3, 0.0
236.0, 2.4, 0.3, 0.0
236.2, 2.3, 0.3, 0.0
236.4, 2.3, 0.3, 0.0
236.6, 2.3, 0.4, 0.0
236.8, 2.3, 0.4, 0.0
237.0, 2.2, 0.4, 0.0
237.2, 2.2, 0.4, 0.0
237.4, 2.1, 0.4, 0.0
237.6, 2.1, 0.4, 0.0
237.8, 2.1, 0.4, 0.0
238.0, 2.1, 0.4, 0.0
238.2, 2.1, 0.4, 0.0
238.4, 2.1, 0.4, 0.0
238.6, 2.0, 0.4, 0.0
238.8, 2.0, 0.4, 0.0
239.0, 2.0, 0.4, 0.0
239.2, 2.0, 0.4, 0.0
239.4, 2.0, 0.4, 0.0
239.6, 2.0, 0.4, 0.0
239.8, 2.0, 0.4, 0.0
240.0, 2.0, 0.4, 0.0
240.2, 2.0, 0.4, 0.0
240.4, 2.0, 0.4, 0.0
240.6, 2.0, 0.4, 0.0
240.8, 2.0, 0.4, 0.0
241.0, 2.0, 0.4, 0.0
241.2, 2.0, 0.4, 0.0
241.4, 2.0, 0.4, 0.0
241.6, 1.9, 0.4, 0.0
241.8, 1.9, 0.4, 0.0
242.0, 1.9, 0.4, 0.0
242.2, 1.9, 0.4, 0.0
242.4, 1.9, 0.4, 0.0
242.6, 1.9, 0.4, 0.0
242.8, 1.9, 0.4, 0.0
243.0, 1.9, 0.4, 0.0
243.2, 1.9, 0.4, 0.0
243.4, 1.8, 0.4, 0.0
243.6, 1.8, 0.4, 0.0
243.8, 1.8, 0.4, 0.0
244.0, 1.8, 0.4, 0.0
244.2, 1.8, 0.4, 0.0
244.4, 1.7, 0.4, 0.0
244.6, 1.7, 0.4, 0.0
244.8, 1.7, 0.4, 0.0
245.0, 1.7, 0.4, 0.0
245.2, 1.6, 0.4, 0.0
245.4, 1.6, 0.4, 0.0
245.6, 1.5, 0.4, 0.0
245.8, 1.5, 0.4, 0.0
246.0, 1.5, 0.4, 0.0
246.2, 1.5, 0.4, 0.0
246.4, 1.5, 0.4, 0.0
246.6, 1.5, 0.4, 0.0
246.8, 1.5, 0.4, 0.0
247.0, 1.5, 0.4, 0.0
247.2, 1.4, 0.4, 0.0
247.4, 1.4, 0.4, 0.0
247.6, 1.4, 0.4, 0.0
247.8, 1.4, 0.4, 0.0
248.0, 1.3, 0.4, 0.0
248.2, 1.3, 0.4, 0.0
248.4, 1.2, 0.4, 0.0
248.6, 1.2, 0.4, 0.0
248.8, 1.2, 0.4, 0.0
249.0, 1.1, 0.4, 0.0
249.2, 1.1, 0.4, 0.0
249.4, 1.1, 0.4, 0.0
249.6, 1.0, 0.4, 0.0
249.8, 1.0, 0.4, 0.0
250.0, 1.0, 0.4, 0.0
250.2, 1.0, 0.4, 0.0
250.4, 0.9, 0.4, 0.0
250.6, 0.9, 0.4, 0.0
250.8, 0.9, 0.4, 0.0
251.0, 0.8, 0.4, 0.0
251.2, 0.8, 0.4, 0.0
251.4, 0.7, 0.4, 0.0
251.6, 0.7, 0.4, 0.0
251.8, 0.7, 0.4, 0.0
252.0, 0.7, 0.4, 0.0
252.2, 0.7, 0.4, 0.0
252.4, 0.6, 0.4, 0.0
252.6, 0.6, 0.4, 0.0
252.8, 0.6, 0.4, 0.0
253.0, 0.6, 0.4, 0.0
253.2, 0.6, 0.4, 0.0
253.4, 0.6, 0.4, 0.0
253.6, 0.6, 0.4, 0.0
253.8, 0.6, 0.4, 0.0
254.0, 0.6, 0.4, 0.0
254.2, 0.5, 0.4, 0.0
254.4, 0.5, 0.4, 0.0
254.6, 0.5, 0.4, 0.0
254.8, 0.5, 0.4, 0.0
255.0, 0.5, 0.4, 0.0
255.2, 0.5, 0.4, 0.0
255.4, 0.4, 0.4, 0.0
255.6, 0.4, 0.4, 0.0
255.8, 0.4, 0.4, 0.0
256.0, 0.4, 0.4, 0.0
256.2, 0.4, 0.4, 0.0
256.4, 0.4, 0.4, 0.0
256.6, 0.4, 0.4, 0.0
256.8, 0.4, 0.4, 0.0
257.0, 0.3, 0.4, 0.0
257.2, 0.3, 0.4, 0.0
257.4, 0.3, 0.4, 0.0
257.6, 0.3, 0.4, 0.0
257.8, 0.3, 0.4, 0.0
258.0, 0.3, 0.4, 0.0
258.2, 0.3, 0.4, 0.0
258.4, 0.3, 0.4, 0.0
258.6, 0.3, 0.4, 0.0
258.8, 0.3, 0.4, 0.0
259.0, 0.2, 0.4, 0.0
259.2, 0.2, 0.4, 0.0
259.4, 0.2, 0.4, 0.0
259.6, 0.2, 0.4, 0.0
259.8, 0.2, 0.4, 0.0
260.0, 0.2, 0.4, 0.0
260.2, 0.2, 0.4, 0.0
260.4, 0.2, 0.4, 0.0
260.6, 0.2, 0.4, 0.0
260.8, 0.2, 0.4, 0.0
261.0, 0.2, 0.4, 0.0
261.2, 0.2, 0.4, 0.0
261.4, 0.2, 0.4, 0.0
261.6, 0.2, 0.4, 0.0
261.8, 0.1, 0.4, 0.0
262.0, 0.1, 0.4, 0.0
262.2, 0.1, 0.4, 0.0
262.4, 0.1, 0.4, 0.0
262.6, 0.1, 0.4, 0.0
262.8, 0.1, 0.4, 0.0
263.0, 0.1, 0.4, 0.0
263.2, 0.1, 0.4, 0.0
263.4, 0.1, 0.4, 0.0
263.6, 0.1, 0.4, 0.0
263.8, 0.0, 0.4, 0.0
264.0, 0.0, 0.4, 0.0
264.2, 0.0, 0.4, 0.0
264.4, 0.0, 0.3, 0.0
264.6, 0.0, 0.3, 0.0
264.8, 0.0, 0.3, 0.0
265.0, 0.0, 0.3, 0.0
265.2, -0.0, 0.3, 0.0
265.4, -0.0, 0.3, 0.0
265.6, -0.0, 0.3, 0.0
265.8, -0.0, 0.3, 0.0
266.0, -0.0, 0.3, 0.0
266.2, -0.0, 0.3, 0.0
266.4, -0.1, 0.3, 0.0
266.6, -0.1, 0.3, 0.0
266.8, -0.1, 0.3, 0.0
267.0, -0.1, 0.3, 0.0
267.2, -0.1, 0.3, 0.0
267.4, -0.1, 0.3, 0.0
267.6, -0.1, 0.3, 0.0
267.8, -0.1, 0.3, 0.0
268.0, -0.1, 0.3, 0.0
268.2, -0.1, 0.3, 0.0
268.4, -0.1, 0.3, 0.0
268.6, -0.2, 0.3, 0.0
268.8, -0.2, 0.3, 0.0
269.0, -0.2, 0.3, 0.0
269.2, -0.2, 0.3, 0.0
269.4, -0.2, 0.3, 0.0
269.6, -0.2, 0.3, 0.0
269.8, -0.2, 0.3, 0.0
270.0, -0.2, 0.3, 0.0
270.2, -0.2, 0.3, 0.0
270.4, -0.2, 0.3, 0.0
270.6, -0.2, 0.3, 0.0
270.8, -0.3, 0.4, 0.0
271.0, -0.3, 0.4, 0.0
271.2, -0.3, 0.4, 0.0
271.4, -0.3, 0.4, 0.0
271.6, -0.3, 0.4, 0.0
271.8, -0.3, 0.4, 0.0
272.0, -0.3, 0.4, 0.0
272.2, -0.3, 0.4, 0.0
272.4, -0.3, 0.4, 0.0
272.6, -0.3, 0.4, 0.0
272.8, -0.3, 0.5, 0.0
273.0, -0.3, 0.5, 0.0
273.2, -0.3, 0.5, 0.0
273.4, -0.3, 0.6, 0.0
273.6, -0.4, 0.6, 0.0
273.8, -0.4, 0.6, 0.0
274.0, -0.4, 0.6, 0.0
274.2, -0.4, 0.7, 0.0
274.4, -0.5, 0.7, 0.0
274.6, -0.5, 0.7, 0.0
274.8, -0.5, 0.7, 0.0
275.0, -0.5, 0.7, 0.0
275.2, -0.5, 0.7, 0.0
275.4, -0.5, 0.7, 0.0
275.6, -0.5, 0.7, 0.0
275.8, -0.5, 0.8, 0.0
276.0, -0.5, 0.8, 0.0
276.2, -0.5, 0.9, 0.0
276.4, -0.5, 0.9, 0.0
276.6, -0.5, 1.0, 0.0
276.8, -0.5, 1.0, 0.0
277.0, -0.5, 1.1, 0.0
277.2, -0.5, 1.1, 0.0
277.4, -0.5, 1.1, 0.0
277.6, -0.6, 1.2, 0.0
277.8, -0.6, 1.2, 0.0
278.0, -0.6, 1.3, 0.0
278.2, -0.6, 1.3, 0.0
278.4, -0.6, 1.4, 0.0
278.6, -0.6, 1.4, 0.0
278.8, -0.5, 1.4, 0.0
279.0, -0.5, 1.5, 0.0
279.2, -0.5, 1.5, 0.0
279.4, -0.5, 1.6, 0.0
279.6, -0.5, 1.6, 0.0
279.8, -0.6, 1.7, 0.0
280.0, -0.6, 1.7, 0.0
280.2, -0.6, 1.7, 0.0
280.4, -0.6, 1.8, 0.0
280.6, -0.6, 1.8, 0.0
280.8, -0.6, 1.9, 0.0
281.0, -0.6, 1.9, 0.0
281.2, -0.6, 2.0, 0.0
281.4, -0.6, 2.0, 0.0
281.6, -0.6, 2.0, 0.0
281.8, -0.6, 2.1, 0.0
282.0, -0.6, 2.1, 0.0
282.2, -0.6, 2.2, 0.0
282.4, -0.6, 2.2, 0.0
282.6, -0.6, 2.3, 0.0
282.8, -0.6, 2.3, 0.0
283.0, -0.6, 2.3, 0.0
283.2, -0.6, 2.3, 0.0
283.4, -0.6, 2.3, 0.0
283.6, -0.6, 2.3, 0.0
283.8, -0.6, 2.3, 0.0
284.0, -0.6, 2.3, 0.0
284.2, -0.6, 2.3, 0.0
284.4, -0.6, 2.3, 0.0
284.6, -0.6, 2.3, 0.0
284.8, -0.6, 2.3, 0.0
285.0, -0.7, 2.3, 0.0
285.2, -0.7, 2.3, 0.0
285.4, -0.7, 2.3, 0.0
285.6, -0.7, 2.3, 0.0
285.8, -0.7, 2.3, 0.0
286.0, -0.7, 2.3, 0.0
286.2, -0.6, 2.3, 0.0
286.4, -0.6, 2.3, 0.0
