Time_s,Src_MAC,Seq_Num,RSSI_dBm
0.00502635,00:02,0,-55
0.0549445,00:03,0,-97
0.106689,00:04,0,-98
0.505753,00:02,1,-56
0.558161,00:03,1,-97
0.60515,00:04,1,-98
1.00512,00:02,2,-56
1.05515,00:03,2,-97
1.1053,00:04,2,-98
1.50767,00:02,3,-57
1.55706,00:03,3,-96
1.60608,00:04,3,-98
2.00666,00:02,4,-58
2.05572,00:03,4,-96
2.10493,00:04,4,-98
2.50661,00:02,5,-59
2.55744,00:03,5,-96
2.60461,00:04,5,-98
3.0058,00:02,6,-59
3.05735,00:03,6,-96
3.10662,00:04,6,-98
3.50479,00:02,7,-61
3.55664,00:03,7,-96
3.60511,00:04,7,-98
4.0058,00:02,8,-61
4.05675,00:03,8,-96
4.1053,00:04,8,-98
4.50646,00:02,9,-62
4.55661,00:03,9,-96
4.60741,00:04,9,-98
5.0063,00:02,10,-63
5.05684,00:03,10,-96
5.10626,00:04,10,-98
5.50519,00:02,11,-64
5.55593,00:03,11,-96
5.6042,00:04,11,-98
6.00531,00:02,12,-64
6.05721,00:03,12,-96
6.10619,00:04,12,-98
6.5075,00:02,13,-65
6.55463,00:03,13,-96
6.60628,00:04,13,-97
7.00728,00:02,14,-66
7.05552,00:03,14,-96
7.10628,00:04,14,-97
7.50556,00:02,15,-66
7.55615,00:03,15,-95
7.60537,00:04,15,-97
8.00691,00:02,16,-67
8.0573,00:03,16,-95
8.10473,00:04,16,-97
8.50657,00:02,17,-68
8.55738,00:03,17,-95
8.60604,00:04,17,-97
9.00635,00:02,18,-68
9.05462,00:03,18,-95
9.10429,00:04,18,-97
9.50566,00:02,19,-69
9.55553,00:03,19,-95
9.60564,00:04,19,-97
10.0056,00:02,20,-69
10.0549,00:03,20,-95
10.1056,00:04,20,-97
10.5052,00:02,21,-70
10.5559,00:03,21,-95
10.6057,00:04,21,-97
11.0062,00:02,22,-70
11.0577,00:03,22,-95
11.1056,00:04,22,-97
11.5048,00:02,23,-71
11.5552,00:03,23,-95
11.605,00:04,23,-97
12.007,00:02,24,-71
12.0561,00:03,24,-95
12.1048,00:04,24,-97
12.5051,00:02,25,-72
12.5556,00:03,25,-94
12.6065,00:04,25,-97
13.006,00:02,26,-72
13.058,00:03,26,-94
13.1045,00:04,26,-97
13.5061,00:02,27,-72
13.5555,00:03,27,-94
13.6045,00:04,27,-97
14.0053,00:02,28,-73
14.0562,00:03,28,-94
14.1053,00:04,28,-97
14.5063,00:02,29,-73
14.5555,00:03,29,-94
14.6048,00:04,29,-97
15.005,00:02,30,-73
15.0561,00:03,30,-94
15.1063,00:04,30,-97
15.5057,00:02,31,-74
15.5562,00:03,31,-94
15.6046,00:04,31,-97
16.0065,00:02,32,-74
16.0569,00:03,32,-94
16.104,00:04,32,-97
16.506,00:02,33,-74
16.5564,00:03,33,-94
16.6048,00:04,33,-97
17.0046,00:02,34,-74
17.0558,00:03,34,-94
17.1039,00:04,34,-97
17.5063,00:02,35,-75
17.5545,00:03,35,-93
17.6053,00:04,35,-96
18.0056,00:02,36,-75
18.0576,00:03,36,-93
