Time_s,Src_MAC,Seq_Num,RSSI_dBm
0.00374507,00:02,0,-47
0.0525653,00:03,0,-101
0.504157,00:02,1,-47
0.552602,00:03,1,-101
1.00396,00:02,2,-47
1.05303,00:03,2,-101
1.50357,00:02,3,-48
1.5532,00:03,3,-101
2.005,00:02,4,-49
2.05379,00:03,4,-100
2.50587,00:02,5,-50
2.55524,00:03,5,-100
3.00465,00:02,6,-51
3.05411,00:03,6,-100
3.50478,00:02,7,-52
3.55225,00:03,7,-100
4.00568,00:02,8,-52
4.05234,00:03,8,-100
4.50528,00:02,9,-53
4.55193,00:03,9,-100
5.00472,00:02,10,-54
5.0526,00:03,10,-100
5.50422,00:02,11,-55
5.55318,00:03,11,-100
6.00288,00:02,12,-56
6.05374,00:03,12,-100
6.50474,00:02,13,-56
6.55371,00:03,13,-100
7.00445,00:02,14,-57
7.05162,00:03,14,-100
7.50358,00:02,15,-57
7.55245,00:03,15,-100
8.00491,00:02,16,-58
8.05188,00:03,16,-99
8.50313,00:02,17,-59
8.55533,00:03,17,-99
9.00545,00:02,18,-59
9.0524,00:03,18,-99
9.50557,00:02,19,-60
9.55371,00:03,19,-99
10.0033,00:02,20,-60
10.054,00:03,20,-99
10.5042,00:02,21,-61
10.5535,00:03,21,-99
11.0053,00:02,22,-62
11.0544,00:03,22,-99
11.5041,00:02,23,-62
11.5531,00:03,23,-99
12.004,00:02,24,-62
12.0537,00:03,24,-99
12.5025,00:02,25,-63
12.5537,00:03,25,-98
13.0064,00:02,26,-63
13.0535,00:03,26,-98
13.5048,00:02,27,-63
13.5531,00:03,27,-98
14.0051,00:02,28,-64
14.0532,00:03,28,-98
14.5048,00:02,29,-64
14.5538,00:03,29,-98
15.0037,00:02,30,-64
15.0546,00:03,30,-98
15.5056,00:02,31,-65
15.5528,00:03,31,-98
16.0049,00:02,32,-65
16.0543,00:03,32,-98
16.5058,00:02,33,-65
16.5536,00:03,33,-98
17.0031,00:02,34,-65
17.0543,00:03,34,-98
17.5067,00:02,35,-66
17.5543,00:03,35,-98
18.0065,00:02,36,-66
18.0523,00:03,36,-97
18.5025,00:02,37,-66
18.5524,00:03,37,-97
19.0034,00:02,38,-66
19.0524,00:03,38,-97
19.5033,00:02,39,-67
19.554,00:03,39,-97
20.0045,00:02,40,-67
20.055,00:03,40,-97
20.5044,00:02,41,-67
20.5534,00:03,41,-97
21.006,00:02,42,-67
21.0521,00:03,42,-97
21.5064,00:02,43,-68
21.554,00:03,43,-97
22.0043,00:02,44,-68
22.0537,00:03,44,-97
22.5027,00:02,45,-68
22.5533,00:03,45,-97
23.0032,00:02,46,-68
23.053,00:03,46,-96
23.5044,00:02,47,-68
23.5534,00:03,47,-96
24.0026,00:02,48,-69
24.0519,00:03,48,-96
24.5045,00:02,49,-69
24.5516,00:03,49,-96
25.0044,00:02,50,-69
25.053,00:03,50,-96
25.5062,00:02,51,-69
25.5522,00:03,51,-96
26.0036,00:02,52,-70
26.0542,00:03,52,-96
26.5049,00:02,53,-70
26.5532,00:03,53,-96
27.0048,00:02,54,-70
27.0534,00:03,54,-96
27.5062,00:02,55,-71
27.5526,00:03,55,-95
28.0065,00:02,56,-71
28.0532,00:03,56,-95
28.5046,00:02,57,-71
28.5519,00:03,57,-95
29.0048,00:02,58,-72
29.0535,00:03,58,-95
29.5043,00:02,59,-72
29.5525,00:03,59,-95
30.0053,00:02,60,-72
30.0534,00:03,60,-95
30.5044,00:02,61,-72
30.5533,00:03,61,-95
31.0043,00:02,62,-73
31.053,00:03,62,-95
31.505,00:02,63,-73
31.5532,00:03,63,-95
32.0058,00:02,64,-73
32.0542,00:03,64,-94
32.5064,00:02,65,-74
32.5531,00:03,65,-94
33.0048,00:02,66,-74
33.0542,00:03,66,-94
33.5065,00:02,67,-74
33.5522,00:03,67,-94
34.0065,00:02,68,-74
34.0528,00:03,68,-94
34.5041,00:02,69,-75
34.5549,00:03,69,-94
35.0043,00:02,70,-75
35.0523,00:03,70,-94
35.5038,00:02,71,-75
35.5526,00:03,71,-94
36.0043,00:02,72,-75
36.0542,00:03,72,-93
36.5056,00:02,73,-75
36.5515,00:03,73,-93
37.0057,00:02,74,-76
37.0515,00:03,74,-93
37.5054,00:02,75,-76
37.5544,00:03,75,-93
38.0056,00:02,76,-76
38.0518,00:03,76,-93
38.5044,00:02,77,-76
38.5533,00:03,77,-93
39.0035,00:02,78,-77
39.0518,00:03,78,-93
39.5061,00:02,79,-77
39.5531,00:03,79,-93
40.0061,00:02,80,-77
40.0542,00:03,80,-92
40.5042,00:02,81,-77
40.5521,00:03,81,-92
41.0054,00:02,82,-77
41.0549,00:03,82,-92
41.505,00:02,83,-78
41.5531,00:03,83,-92
42.004,00:02,84,-78
42.0534,00:03,84,-92
42.5069,00:02,85,-78
42.5545,00:03,85,-92
43.0043,00:02,86,-78
43.0534,00:03,86,-92
43.5045,00:02,87,-78
43.5535,00:03,87,-92
44.0063,00:02,88,-78
44.0523,00:03,88,-91
44.5061,00:02,89,-79
44.5537,00:03,89,-91
45.0046,00:02,90,-79
45.0538,00:03,90,-91
45.5052,00:02,91,-79
45.5532,00:03,91,-91
46.0048,00:02,92,-79
46.0526,00:03,92,-91
46.5048,00:02,93,-79
46.5519,00:03,93,-91
47.0044,00:02,94,-79
47.0526,00:03,94,-91
47.5045,00:02,95,-79
47.5528,00:03,95,-91
48.0049,00:02,96,-79
48.0544,00:03,96,-91
48.5053,00:02,97,-79
48.5534,00:03,97,-91
49.0036,00:02,98,-79
49.0536,00:03,98,-91
49.5034,00:02,99,-79
49.552,00:03,99,-91
50.0068,00:02,100,-79
50.0518,00:03,100,-91
50.5041,00:02,101,-79
50.5523,00:03,101,-91
51.0043,00:02,102,-79
51.0535,00:03,102,-91
51.5039,00:02,103,-79
51.5537,00:03,103,-91
52.0053,00:02,104,-79
52.0545,00:03,104,-91
52.506,00:02,105,-80
52.5527,00:03,105,-91
53.0048,00:02,106,-80
53.0525,00:03,106,-91
53.5038,00:02,107,-80
53.5533,00:03,107,-90
54.0048,00:02,108,-80
54.0539,00:03,108,-90
54.5058,00:02,109,-80
54.5515,00:03,109,-90
55.0043,00:02,110,-80
55.053,00:03,110,-90
55.504,00:02,111,-81
55.5525,00:03,111,-90
56.006,00:02,112,-81
56.0535,00:03,112,-90
56.5038,00:02,113,-81
56.5514,00:03,113,-89
57.0047,00:02,114,-81
57.0537,00:03,114,-89
57.5053,00:02,115,-81
57.5529,00:03,115,-89
58.0048,00:02,116,-81
58.0532,00:03,116,-89
58.5037,00:02,117,-82
58.5533,00:03,117,-89
59.0049,00:02,118,-82
59.0517,00:03,118,-89
59.504,00:02,119,-82
59.5541,00:03,119,-89
60.0044,00:02,120,-82
60.0523,00:03,120,-88
60.5038,00:02,121,-82
60.5535,00:03,121,-88
61.0067,00:02,122,-82
61.0538,00:03,122,-88
61.5054,00:02,123,-83
61.5516,00:03,123,-88
62.0065,00:02,124,-83
62.0524,00:03,124,-88
62.5069,00:02,125,-83
62.5534,00:03,125,-87
63.0059,00:02,126,-83
63.0543,00:03,126,-87
63.5037,00:02,127,-83
63.5541,00:03,127,-87
64.005,00:02,128,-83
64.053,00:03,128,-87
64.5059,00:02,129,-83
64.5531,00:03,129,-87
65.0062,00:02,130,-84
