Time_s,Src_MAC,Seq_Num,RSSI_dBm
0.00417963,00:02,0,-56
0.054698,00:03,0,-94
0.10554,00:04,0,-90
0.504731,00:02,1,-56
0.556122,00:03,1,-94
0.605107,00:04,1,-90
1.00487,00:02,2,-56
1.05451,00:03,2,-94
1.10566,00:04,2,-90
1.50458,00:02,3,-57
1.5556,00:03,3,-94
1.60388,00:04,3,-90
2.0051,00:02,4,-58
2.05409,00:03,4,-94
2.10703,00:04,4,-90
2.50429,00:02,5,-59
2.55357,00:03,5,-93
2.60738,00:04,5,-90
3.0039,00:02,6,-60
3.05649,00:03,6,-93
3.10452,00:04,6,-90
3.50414,00:02,7,-61
3.55396,00:03,7,-93
3.60658,00:04,7,-90
4.0038,00:02,8,-62
4.05332,00:03,8,-93
4.10545,00:04,8,-90
4.50556,00:02,9,-62
4.55473,00:03,9,-93
4.60502,00:04,9,-89
5.00312,00:02,10,-63
5.05465,00:03,10,-93
5.10535,00:04,10,-89
5.5045,00:02,11,-64
5.55548,00:03,11,-93
5.60502,00:04,11,-89
6.00683,00:02,12,-65
6.05324,00:03,12,-93
6.10543,00:04,12,-89
6.50334,00:02,13,-65
6.5541,00:03,13,-93
6.60669,00:04,13,-89
7.00287,00:02,14,-66
7.05652,00:03,14,-93
7.10588,00:04,14,-89
7.5052,00:02,15,-67
7.55581,00:03,15,-93
7.60612,00:04,15,-89
8.00532,00:02,16,-67
8.05563,00:03,16,-93
8.10608,00:04,16,-89
8.50539,00:02,17,-68
8.55457,00:03,17,-92
8.605,00:04,17,-89
9.00701,00:02,18,-68
9.05591,00:03,18,-92
9.1076,00:04,18,-89
9.50389,00:02,19,-69
9.55503,00:03,19,-92
9.60654,00:04,19,-89
10.0057,00:02,20,-70
10.0529,00:03,20,-92
10.1051,00:04,20,-89
10.5067,00:02,21,-70
10.5548,00:03,21,-92
10.6054,00:04,21,-89
11.0068,00:02,22,-71
11.0546,00:03,22,-92
11.1061,00:04,22,-89
11.5054,00:02,23,-71
11.5565,00:03,23,-92
11.6055,00:04,23,-89
12.0046,00:02,24,-72
12.0535,00:03,24,-92
12.1064,00:04,24,-89
12.5038,00:02,25,-72
12.5536,00:03,25,-92
12.6067,00:04,25,-89
13.0041,00:02,26,-72
13.0556,00:03,26,-92
13.104,00:04,26,-89
13.5029,00:02,27,-73
13.5544,00:03,27,-91
13.6048,00:04,27,-89
14.0062,00:02,28,-73
14.0547,00:03,28,-91
14.1054,00:04,28,-89
14.505,00:02,29,-73
14.5566,00:03,29,-91
14.6061,00:04,29,-88
15.0055,00:02,30,-74
15.0542,00:03,30,-91
15.1079,00:04,30,-88
15.5057,00:02,31,-74
15.5534,00:03,31,-91
15.6068,00:04,31,-88
16.0061,00:02,32,-74
16.0557,00:03,32,-91
16.1057,00:04,32,-88
16.5041,00:02,33,-74
16.5551,00:03,33,-91
16.6068,00:04,33,-88
17.0056,00:02,34,-75
17.0541,00:03,34,-91
17.1048,00:04,34,-88
17.5055,00:02,35,-75
17.5545,00:03,35,-91
17.6062,00:04,35,-88
18.0042,00:02,36,-75
18.0557,00:03,36,-91
18.1055,00:04,36,-88
18.5036,00:02,37,-75
18.5549,00:03,37,-90
18.606,00:04,37,-88
19.005,00:02,38,-76
19.055,00:03,38,-90
19.1067,00:04,38,-88
19.5047,00:02,39,-76
19.5556,00:03,39,-90
19.6061,00:04,39,-88
20.0045,00:02,40,-76
20.0543,00:03,40,-90
20.1077,00:04,40,-88
20.5053,00:02,41,-76
20.5558,00:03,41,-90
20.605,00:04,41,-88
21.0058,00:02,42,-77
21.054,00:03,42,-90
21.1049,00:04,42,-88
21.5041,00:02,43,-77
21.5543,00:03,43,-90
21.6063,00:04,43,-88
22.0032,00:02,44,-77
22.0543,00:03,44,-90
22.1044,00:04,44,-88
22.5035,00:02,45,-77
22.5539,00:03,45,-90
22.604,00:04,45,-88
23.0048,00:02,46,-77
23.056,00:03,46,-90
23.1058,00:04,46,-88
23.5039,00:02,47,-78
23.5553,00:03,47,-89
23.6067,00:04,47,-88
24.0045,00:02,48,-78
24.0537,00:03,48,-89
24.1057,00:04,48,-88
24.5046,00:02,49,-78
24.5534,00:03,49,-89
24.6067,00:04,49,-88
25.0057,00:02,50,-78
25.0541,00:03,50,-89
25.1056,00:04,50,-88
25.5052,00:02,51,-79
25.5537,00:03,51,-89
25.6057,00:04,51,-88
26.0053,00:02,52,-79
26.0534,00:03,52,-89
26.1056,00:04,52,-88
26.505,00:02,53,-79
26.5538,00:03,53,-89
26.6068,00:04,53,-88
27.006,00:02,54,-80
27.0531,00:03,54,-89
27.104,00:04,54,-88
27.5051,00:02,55,-80
27.5552,00:03,55,-89
27.606,00:04,55,-88
28.0064,00:02,56,-80
28.056,00:03,56,-88
28.1045,00:04,56,-88
28.5061,00:02,57,-81
28.5531,00:03,57,-88
28.6051,00:04,57,-88
29.005,00:02,58,-81
29.0527,00:03,58,-88
29.1067,00:04,58,-88
29.5059,00:02,59,-81
29.5547,00:03,59,-88
29.6059,00:04,59,-88
30.0061,00:02,60,-81
30.0537,00:03,60,-88
30.1062,00:04,60,-88
30.5049,00:02,61,-82
30.5531,00:03,61,-88
30.6051,00:04,61,-88
31.0047,00:02,62,-82
31.0544,00:03,62,-88
31.107,00:04,62,-88
31.5046,00:02,63,-82
31.5553,00:03,63,-88
31.6063,00:04,63,-88
32.0058,00:02,64,-82
32.0541,00:03,64,-88
32.1076,00:04,64,-88
32.5043,00:02,65,-83
32.5551,00:03,65,-87
32.6046,00:04,65,-88
33.0051,00:02,66,-83
33.0532,00:03,66,-87
33.1064,00:04,66,-88
33.5059,00:02,67,-83
33.5555,00:03,67,-87
33.6058,00:04,67,-88
34.0036,00:02,68,-83
34.0533,00:03,68,-87
34.1058,00:04,68,-88
34.505,00:02,69,-84
34.5556,00:03,69,-87
34.6059,00:04,69,-88
35.0052,00:02,70,-84
35.0547,00:03,70,-87
35.1056,00:04,70,-88
35.5052,00:02,71,-84
35.5544,00:03,71,-87
35.6081,00:04,71,-88
36.0038,00:02,72,-84
36.0552,00:03,72,-87
36.1065,00:04,72,-88
36.5059,00:02,73,-85
36.5548,00:03,73,-86
36.6056,00:04,73,-88
37.005,00:02,74,-85
37.0541,00:03,74,-86
37.1077,00:04,74,-88
37.5039,00:02,75,-85
37.5545,00:03,75,-86
37.6047,00:04,75,-88
38.005,00:02,76,-85
38.0535,00:03,76,-86
38.1073,00:04,76,-88
38.5055,00:02,77,-86
38.5541,00:03,77,-86
38.6057,00:04,77,-88
39.0052,00:02,78,-86
39.0552,00:03,78,-86
39.1064,00:04,78,-88
39.5045,00:02,79,-86
39.5539,00:03,79,-86
39.6077,00:04,79,-88
40.0056,00:02,80,-86
40.054,00:03,80,-86
40.1068,00:04,80,-87
40.5043,00:02,81,-86
40.5528,00:03,81,-85
40.6052,00:04,81,-87
41.0053,00:02,82,-87
41.0551,00:03,82,-85
41.106,00:04,82,-87
41.5065,00:02,83,-87
41.5545,00:03,83,-85
41.6047,00:04,83,-87
42.0052,00:02,84,-87
42.0556,00:03,84,-85
42.107,00:04,84,-88
42.5041,00:02,85,-87
42.5527,00:03,85,-85
